age,income,account_balance,city_code,num_products,years_as_customer,last_contact_days,num_contacts,prev_outcome,marital_status_code,education_code,job_code,churn
43,23016.0,43087.0,5,5,27,273,12,2,1,1,1,1
20,97235.0,10688.0,14,4,20,28,10,1,1,2,3,1
44,24316.0,14491.0,1,1,23,55,2,0,1,1,2,0
29,40681.0,48798.0,2,5,14,205,6,1,0,0,6,0
24,80336.0,41003.0,17,1,22,361,9,2,2,2,0,1
25,114153.0,11325.0,10,3,9,120,7,2,1,3,2,0
57,60847.0,19485.0,12,1,21,162,6,1,2,1,6,1
46,32065.0,26029.0,12,4,2,118,13,0,2,0,4,1
48,43290.0,33381.0,14,3,27,161,8,0,2,0,7,0
60,109612.0,46840.0,5,3,7,3,10,0,1,3,7,1
49,92673.0,43620.0,4,4,19,217,16,1,1,3,11,0
53,30039.0,48871.0,1,4,0,218,2,0,0,0,10,0
22,58489.0,2511.0,17,2,4,115,7,1,1,0,2,1
66,46453.0,12199.0,5,5,29,97,2,0,2,0,8,0
43,37783.0,28368.0,11,3,25,278,18,0,1,1,7,0
26,104647.0,2931.0,9,1,6,69,4,0,0,3,7,1
64,81771.0,18089.0,4,1,3,18,16,0,0,0,9,1
59,37949.0,8103.0,8,2,24,15,4,2,1,3,1,0
21,85069.0,46679.0,2,4,29,321,7,2,1,0,4,0
29,61356.0,3634.0,4,3,5,133,12,2,2,2,9,0
18,26147.0,7846.0,3,2,19,38,16,1,2,1,10,1
33,64985.0,10158.0,16,3,8,320,4,0,1,3,0,1
23,38523.0,7855.0,11,5,22,55,5,2,1,1,5,1
58,44525.0,28644.0,18,3,12,123,17,1,2,1,3,1
47,107899.0,18535.0,9,1,3,8,7,2,0,0,2,1
73,91024.0,45666.0,4,1,9,248,4,1,1,3,0,1
60,33409.0,13410.0,12,3,16,255,15,1,1,1,6,0
52,105133.0,27092.0,18,3,23,276,2,1,2,1,8,1
47,77430.0,33174.0,11,5,0,96,17,0,2,2,6,1
21,107457.0,31486.0,1,3,28,120,17,1,1,2,4,0
22,94707.0,39920.0,6,4,19,342,17,2,1,2,9,1
53,53932.0,10492.0,18,3,26,300,6,0,2,1,7,1
18,73486.0,25619.0,10,2,27,14,3,0,1,0,10,1
20,73085.0,40128.0,19,4,4,252,9,2,0,0,4,1
30,91994.0,43219.0,10,4,2,296,7,1,0,0,2,0
68,44840.0,31080.0,1,4,23,204,19,2,2,2,5,1
44,53308.0,32768.0,17,1,5,233,13,1,1,2,6,1
58,44479.0,43274.0,15,4,4,1,18,1,0,2,5,1
41,49614.0,31431.0,14,2,14,11,15,2,2,3,9,1
27,36125.0,47467.0,19,4,27,13,14,1,2,0,0,0
39,23654.0,6815.0,4,4,23,58,3,0,1,3,6,1
23,114001.0,17721.0,18,4,15,361,2,1,0,3,5,0
61,27431.0,6053.0,5,5,5,231,1,0,2,2,2,0
28,108798.0,4983.0,19,3,10,285,12,1,0,2,7,1
39,20307.0,23861.0,4,1,20,108,4,2,1,0,9,0
73,97735.0,11683.0,11,4,4,342,19,0,2,0,6,0
51,52840.0,20654.0,15,4,15,73,3,2,1,0,1,0
44,71766.0,22173.0,2,1,0,329,18,1,0,2,0,0
48,48222.0,31235.0,2,1,9,12,13,0,0,1,5,1
62,69060.0,47311.0,17,2,7,8,3,0,1,0,8,0
32,65156.0,42544.0,2,5,20,29,2,2,2,0,3,0
54,72974.0,19226.0,12,3,27,289,8,2,2,0,3,1
67,59328.0,16616.0,18,5,4,94,7,2,0,2,10,1
50,73656.0,38653.0,12,5,23,165,6,1,0,2,0,1
43,102545.0,6620.0,10,3,19,172,11,1,2,2,0,0
26,63456.0,27253.0,8,4,29,288,3,1,0,0,1,1
32,56137.0,21439.0,13,2,27,127,3,1,0,0,11,1
71,33175.0,9549.0,11,1,3,3,14,0,1,0,5,1
48,55971.0,31014.0,10,2,22,141,19,0,1,3,1,0
35,32566.0,16376.0,3,3,17,105,6,2,0,2,3,1
41,38250.0,9687.0,13,1,3,267,18,1,0,1,11,0
50,115224.0,32832.0,15,2,7,274,7,0,0,0,8,0
48,28941.0,9122.0,14,1,27,34,7,2,1,1,2,0
57,68203.0,33806.0,2,4,16,289,2,0,0,3,2,1
32,103430.0,8523.0,14,5,10,26,9,1,0,0,0,1
55,115320.0,22020.0,14,5,9,226,10,0,1,3,9,0
43,34671.0,40495.0,4,2,25,142,13,1,0,1,1,1
71,36357.0,11817.0,17,3,8,110,4,1,0,0,3,0
27,57259.0,38497.0,10,5,4,176,4,2,1,3,4,1
26,75441.0,36234.0,9,3,17,113,9,2,0,2,7,0
44,115980.0,45181.0,14,2,29,289,2,2,1,2,7,0
46,40771.0,8859.0,10,2,5,352,3,0,1,0,9,0
57,36439.0,35898.0,11,4,7,297,12,0,1,1,3,0
41,45318.0,46865.0,6,3,14,160,19,2,1,2,4,0
70,107431.0,38269.0,18,5,5,184,11,2,2,2,4,0
45,23005.0,9801.0,19,5,19,163,3,0,0,0,0,0
25,58013.0,41196.0,3,1,7,289,19,0,0,2,8,0
24,31895.0,5811.0,14,4,3,202,10,1,0,3,6,0
73,35707.0,29647.0,1,2,7,171,14,0,2,3,5,0
25,111684.0,25133.0,8,3,27,150,4,0,2,0,11,0
72,20166.0,26788.0,19,2,28,137,11,2,2,3,2,1
33,52153.0,26217.0,4,2,15,202,2,1,1,2,11,0
23,111542.0,2058.0,8,2,12,251,12,0,1,0,8,0
35,80812.0,25655.0,5,1,24,158,4,1,1,0,2,0
53,27175.0,46868.0,14,4,5,294,18,1,0,3,8,0
42,66501.0,22115.0,9,1,19,301,2,1,1,0,9,0
62,117094.0,14207.0,12,2,20,157,13,2,1,0,4,0
52,60045.0,49743.0,18,1,21,331,3,0,0,1,4,1
40,72863.0,5400.0,10,1,6,63,14,1,2,2,10,0
54,73188.0,24570.0,14,2,21,340,10,2,2,2,1,1
73,86044.0,25873.0,2,5,18,108,19,1,0,2,0,1
41,38723.0,24158.0,5,5,26,206,13,2,2,3,7,1
26,103968.0,46125.0,18,2,5,104,8,1,0,3,10,1
41,118860.0,21377.0,17,3,18,161,2,1,2,0,6,1
65,34255.0,48678.0,13,5,24,124,12,2,2,0,1,0
30,101830.0,3807.0,8,2,8,257,9,1,0,0,6,1
72,101690.0,36829.0,4,5,22,30,1,2,1,1,3,0
51,94161.0,29851.0,17,1,2,306,12,2,0,1,9,1
52,57087.0,12407.0,15,2,21,329,4,2,2,3,7,1
36,66875.0,11784.0,5,2,18,205,5,0,0,1,4,0
70,103921.0,36124.0,12,1,5,200,1,1,0,0,7,0
20,35287.0,32061.0,12,5,1,255,8,2,0,3,8,0
35,102874.0,30752.0,10,5,22,73,5,1,0,1,8,0
41,112066.0,3016.0,18,2,7,273,2,0,0,3,4,0
45,88186.0,30095.0,3,5,14,80,9,0,1,3,6,0
45,54138.0,49078.0,5,4,1,247,5,2,1,3,0,0
26,75915.0,1357.0,2,5,28,112,3,0,1,3,4,1
30,25010.0,23715.0,14,5,16,272,9,0,0,0,4,0
23,113180.0,24971.0,13,3,27,288,2,2,0,2,6,1
50,54240.0,44889.0,19,1,4,76,19,0,2,1,11,1
37,25709.0,14500.0,11,5,6,225,9,2,0,2,11,1
50,99445.0,24040.0,3,4,18,182,19,1,0,2,5,0
51,85755.0,36001.0,9,5,18,108,17,2,1,2,7,0
58,82270.0,3486.0,2,5,23,215,19,1,0,1,1,1
49,25409.0,40153.0,13,1,27,362,11,2,1,3,5,0
54,95083.0,41199.0,13,3,24,1,9,2,2,2,8,1
51,83731.0,36122.0,17,1,4,349,14,0,0,3,8,1
55,99363.0,32585.0,7,1,9,312,2,2,2,0,11,0
53,102733.0,37506.0,6,5,27,193,16,2,1,3,5,0
36,41195.0,39196.0,2,5,16,223,7,0,1,1,10,1
32,41063.0,45218.0,8,5,26,135,1,0,1,1,11,0
62,112378.0,21694.0,10,5,16,48,5,0,1,3,6,1
37,73102.0,23074.0,15,4,1,209,5,0,0,1,1,0
49,63798.0,32077.0,15,3,14,298,1,1,0,1,4,0
29,48720.0,10057.0,3,5,24,85,13,2,2,3,9,0
42,83901.0,42883.0,6,3,19,262,2,1,0,3,6,0
48,95395.0,38640.0,10,4,3,273,17,0,2,1,11,0
53,20230.0,31737.0,7,2,6,277,9,1,1,1,9,0
48,75263.0,15431.0,1,4,25,124,14,0,2,0,0,1
38,119336.0,17709.0,17,5,29,143,7,2,1,0,10,1
72,48064.0,22031.0,14,4,22,152,3,0,1,2,4,0
47,48089.0,33295.0,10,3,2,311,4,2,1,1,9,0
